VILLEGAS	1,110	824	3.2	917	34,684
TURNER	1,108	825	0.3	49	335,663
KAWAMURA	1,106	826	83.2	18965	1330
VASQUEZ	1,104	827	0.7	143	159,989
SAXENA	1,104	827	91.5	20456	1206
SULTANA	1,103	829	70.3	16761	1569
SHIMABUKURO	1,103	829	82.6	18916	1335
BHAT	1,102	831	93.9	20916	1173
KUBOTA	1,101	832	82.1	18857	1341
YOKOYAMA	1,101	832	86.0	19515	1280
BARTOLOME	1,100	834	59.8	14792	1841
CHAVEZ	1,097	835	0.6	118	185,865
QUON	1,097	835	82.5	18965	1330
PILLAI	1,095	837	87.1	19806	1257
KHALID	1,093	838	62.4	15375	1752
LIOU	1,093	838	95.7	21369	1142
ATIENZA	1,092	840	85.4	19537	1278
ESGUERRA	1,089	841	72.5	17334	1503
SHANKAR	1,089	841	85.7	19629	1271
SAEED	1,088	843	50.4	13019	2159
ZAMORA	1,086	844	2.4	684	45,806
LOK	1,086	844	85.4	19629	1271
BELL	1,085	846	0.4	67	264,752
KINOSHITA	1,085	846	83.5	19285	1300
CRISOSTOMO	1,083	848	50.9	13169	2128
SAHA	1,083	848	77.4	18278	1400
ISHIDA	1,083	848	82.5	19157	1312
GAMBOA	1,081	851	7.2	2205	15,117
GUEVARRA	1,081	851	72.6	17466	1488
COOPER	1,080	853	0.4	64	270,097
MIURA	1,079	854	79.3	18667	1360
MORIMOTO	1,079	854	81.9	19090	1318
CHIA	1,078	856	72.8	17530	1481
TUAZON	1,077	857	90.1	20599	1195
REED	1,070	858	0.4	65	267,443
MENDIOLA	1,069	859	13.4	4112	7980
YOSHIOKA	1,069	859	89.0	20528	1201
OGATA	1,068	861	75.0	18057	1424
CANLAS	1,068	861	87.0	20180	1228
BALLESTEROS	1,065	863	13.8	4248	7714
BAILEY	1,064	864	0.4	66	265,916
NISHIMOTO	1,063	865	82.0	19328	1297
BALTAZAR	1,061	866	12.3	3765	8650
SHRESTHA	1,061	866	84.6	19840	1254
JEN	1,060	868	84.3	19797	1258
JUE	1,059	869	80.3	19090	1318
ASLAM	1,056	870	78.0	18748	1353
YEO	1,054	871	48.0	12858	2,194
VILORIA	1,053	872	58.7	15088	1794
RAMAN	1,053	872	75.4	18324	1396
BAJWA	1,052	874	84.3	19908	1248
CAMPOS	1,049	875	1.5	420	69,950
CHATTERJEE	1,049	875	87.9	20629	1193
PADUA	1,048	877	51.6	13702	2030
UYEDA	1,048	877	80.6	19272	1301
PHUONG	1,048	877	96.7	22212	1084
PETERS	1,047	880	0.8	190	134,231
QI	1,045	881	98.0	22521	1066
ESPINOSA	1,044	882	3.4	1047	30,538
SALEEM	1,044	882	49.4	13240	2114
RAMACHANDRAN	1,043	884	95.0	22011	1098
GRAY	1,042	885	0.4	79	236,713
VARGAS	1,041	886	0.8	221	123,952
HUEY	1,039	887	10.5	3318	9,881
TANIGUCHI	1,039	887	79.0	19118	1316
DESILVA	1,038	889	26.0	7698	3,986
OUYANG	1,037	890	97.7	22612	1061
MUNOZ	1,036	891	0.9	232	117,774
HAQ	1,036	891	78.9	19144	1313
PENA	1,033	893	1.1	284	98,345
VALENZUELA	1,033	893	2.4	711	43,770
SOOD	1,033	893	78.1	19048	1322
ABBAS	1,028	896	32.1	9348	3,199
SARKAR	1,028	896	89.9	21335	1144
AHUJA	1,027	898	87.4	20887	1175
THONG	1,026	899	88.8	21156	1156
OKAMURA	1,025	900	78.6	19242	1304
ORTEGA	1,024	901	1.1	296	93,131
MURTHY	1,023	902	87.1	20898	1174
RODRIGUES	1,021	903	3.8	1204	26,652
KHATRI	1,021	903	88.8	21254	1150
NARAYANAN	1,019	905	93.7	22174	1087
FOSTER	1,017	906	0.5	87	221,040
CASTANEDA	1,017	906	2.0	600	51,089
WARD	1,016	908	0.4	71	254,121
PABLO	1,016	908	26.0	7845	3914
MANZANO	1,015	910	15.2	4830	6670
ROSS	1,012	911	0.5	89	219,961
MIAO	1,012	911	96.1	22753	1053
SHIEH	1,011	913	95.6	22670	1058
SHETTY	1,010	914	92.5	22098	1092
SZE	1,009	915	88.7	21424	1138
MAGNO	1,008	916	44.7	12596	2256
MURATA	1,007	917	82.5	20270	1221
UCHIDA	1,005	918	84.2	20629	1193
RAJU	1,004	919	85.5	20898	1174
SHIBATA	1,001	920	83.6	20565	1198
ROXAS	1,000	921	83.3	20528	1201
SUAREZ	997	922	2.1	658	47,235
VELASQUEZ	995	923	1.7	525	57,163
ESTEBAN	994	924	32.1	9646	3092
SULLIVAN	992	925	0.5	92	215,640
COX	990	926	0.4	72	253,771
SALAS	990	926	2.1	643	48,282
HIGASHI	989	928	81.7	20397	1211
BROOKS	987	929	0.4	77	240,751
BLANCO	986	930	3.4	1115	28,843
KAWAKAMI	986	930	79.3	19976	1243
GOYAL	986	930	92.8	22570	1063
VARMA	985	933	84.8	21069	1162
KHA	985	933	94.9	22999	1038
ALFONSO	984	935	10.2	3404	9,632
KAWASAKI	984	935	78.7	19882	1251
HAIDER	983	937	32.8	9929	2,999
TOMITA	983	937	77.0	19554	1277
SUEN	981	939	90.2	22174	1087
BENNETT	980	940	0.4	78	239,055
NHAN	980	940	95.0	23104	1032
DESHPANDE	980	940	95.1	23128	1031
GOO	979	943	74.4	19118	1316
PERRY	978	944	0.5	97	212,644
PURI	978	944	77.7	19784	1259
LUNG	977	946	13.5	4496	7,263
ARELLANO	973	947	2.8	905	34,999
SIDDIQI	972	948	74.8	19285	1300
THAM	972	948	87.5	21814	1111
DATTA	971	950	81.3	20599	1195
HOWARD	968	951	0.4	70	254,779
YAMAUCHI	968	951	81.6	20711	1187
AGUINALDO	968	951	86.1	21620	1124
SEVILLA	966	954	15.4	5132	6281
DOMINGUEZ	963	955	1.2	334	83,731
STEVENS	962	956	0.5	122	181,417
PRICE	961	957	0.4	84	228,756
PON	961	957	74.0	19313	1298
IN	961	957	85.5	21620	1124
JIA	959	960	96.9	23831	990
MEJIA	958	961	1.4	448	66,534
CUSTODIO	957	962	36.1	11012	2649
MAY	956	963	0.9	270	101,726
PEREIRA	956	963	4.2	1428	22,921
BHAGAT	956	963	89.2	22403	1072
MITRA	955	966	79.2	20456	1206
CHANTHAVONG	955	966	89.8	22555	1064
PHO	954	968	94.8	23530	1006
TAKEDA	953	969	85.0	21666	1121
GUILLERMO	952	970	38.6	11647	2469
ING	951	971	58.8	16391	1617
ALONZO	950	972	5.8	2038	16,326
HIRANO	949	973	85.6	21848	1109
SOLOMON	947	974	2.2	726	42,839
NGUY	946	975	94.1	23547	1005
PASION	944	976	78.0	20413	1210
GOH	944	976	88.8	22570	1063
SOLIS	943	978	1.6	497	60,045
TRAM	939	979	91.0	23104	1032
MIAH	937	980	71.3	19136	1314
FOO	937	980	80.3	20995	1167
MATSUMURA	937	980	84.3	21814	1111
FRANCO	936	983	1.8	571	53,161
MORENO	935	984	0.6	170	146,088
SAO	934	985	80.6	21113	1159
VOONG	933	986	98.4	24680	948
FRANCIS	932	987	1.3	406	71,723
LAZARO	932	987	16.3	5581	5709
SETH	932	987	36.8	11396	2,536
NAKASONE	931	990	85.8	22196	1085
NISHIDA	930	991	86.0	22240	1082
SPENCER	928	992	0.7	189	134,443
GALVEZ	927	993	6.5	2314	14311
OUK	927	993	89.0	22949	1041
RUSSELL	926	995	0.4	93	215,432
SHAN	926	995	46.8	13994	1978
NGHIEM	926	995	96.7	24471	958
CRISTOBAL	925	998	41.0	12583	2258
HENRY	920	999	0.6	142	161,392
KEE	920	999	10.0	3557	9,173
GUEVARA	919	1001	3.0	1039	30,844
LUKE	917	1002	5.4	1940	17,016
MIAN	917	1002	74.2	20072	1236
CALDERON	913	1004	1.7	550	54,691
BUN	911	1005	85.5	22538	1065
NATARAJAN	911	1005	92.4	23903	986
CHRISTIAN	906	1007	1.8	597	51,177
JONG	905	1008	85.2	22591	1062
ISMAIL	904	1009	23.9	8090	3,775
SING	904	1009	37.8	11981	2392
KUAN	904	1009	75.6	20599	1195
SANG	902	1012	57.2	16706	1577
BANSAL	902	1012	90.1	23617	1001
BACH	901	1014	7.9	2897	11,375
MATSUI	901	1014	86.3	22891	1044
QUINTO	899	1016	40.6	12788	2212
KE	899	1016	78.7	21349	1143
MANANSALA	899	1016	91.7	24023	980
RICHARDSON	898	1019	0.4	74	249,533
ASATO	898	1019	84.6	22591	1062
KUBO	897	1021	75.3	20642	1192
ON	896	1022	83.0	22283	1079
FUJIWARA	896	1022	85.1	22753	1053
HUGHES	895	1024	0.4	83	229,390
MATSUOKA	893	1025	86.2	23037	1036
RYAN	892	1026	0.6	177	139,335
BAIK	891	1027	93.6	24598	952
IWAMOTO	889	1028	83.8	22612	1061
ROS	886	1029	45.9	14250	1931
DEAN	885	1030	0.8	250	109,230
