SHIVELY	6,676	3521	95.1	4620	7,017
MCCOOL	6,674	3523	92.7	4530	7,198
CROMER	6,673	3524	83.8	4120	7,963
GRAZIANO	6,673	3524	89.8	4414	7,432
SISCO	6,670	3526	85.4	4205	7,811
MICHALSKI	6,668	3527	97.1	4724	6,866
GILSON	6,664	3528	92.6	4531	7,197
LUNDQUIST	6,662	3529	96.9	4716	6,875
ANGELL	6,660	3530	95.0	4626	7,010
PLACE	6,659	3531	94.4	4600	7,057
BERKOWITZ	6,658	3532	97.0	4725	6,865
LINDNER	6,657	3533	95.7	4664	6,956
AMMONS	6,656	3534	78.1	3828	8,522
NUNLEY	6,654	3535	78.3	3837	8,502
CAVE	6,652	3536	80.4	3943	8,273
CHRIST	6,649	3537	95.2	4644	6,985
WINSTON	6,648	3538	32.4	1605	20,537
GADDIS	6,647	3539	74.5	3658	8,926
FORTUNE	6,646	3540	60.3	3018	11,016
ATCHISON	6,646	3540	84.4	4168	7,879
ROUSSEAU	6,645	3542	84.6	4185	7,854
RIES	6,644	3543	95.5	4658	6,960
MABE	6,641	3544	96.6	4714	6,877
CAUDLE	6,638	3545	82.7	4080	8,031
CRADDOCK	6,637	3546	79.0	3884	8,402
BROWNELL	6,632	3547	95.3	4659	6,959
FARBER	6,632	3547	96.2	4701	6,896
PITMAN	6,628	3549	88.8	4395	7,462
GARRITY	6,625	3550	96.2	4705	6,890
BOUNDS	6,623	3551	84.7	4202	7,822
HEFFNER	6,623	3551	94.2	4613	7,029
MICHELS	6,620	3553	95.9	4696	6,901
TROWBRIDGE	6,615	3554	96.2	4715	6,876
RANDAZZO	6,614	3555	95.2	4669	6,944
SNEAD	6,613	3556	66.0	3276	10,022
BUTTON	6,613	3556	93.0	4576	7,111
FALCONE	6,610	3558	96.1	4708	6,881
CASTLEBERRY	6,606	3559	82.7	4107	7,984
STARLING	6,605	3560	70.7	3502	9,337
FOLSOM	6,604	3561	88.0	4374	7,505
WOODCOCK	6,604	3561	95.3	4676	6,931
NEEL	6,600	3563	94.2	4629	7,007
RUTKOWSKI	6,590	3564	97.3	4776	6,773
BROWNLEE	6,587	3565	60.8	3066	10,839
BARROWS	6,585	3566	87.9	4382	7,493
SAYERS	6,582	3567	88.9	4431	7,403
SEARCY	6,581	3568	67.2	3343	9,790
SHRADER	6,580	3569	96.3	4742	6,836
TENNEY	6,578	3570	94.6	4660	6,957
MCGARRY	6,578	3570	95.2	4692	6,907
MCFALL	6,576	3572	87.8	4386	7,486
JENKS	6,576	3572	92.1	4562	7,138
KRAUSS	6,572	3574	96.4	4758	6,815
DESMOND	6,569	3575	90.8	4514	7,233
STUBBLEFIELD	6,567	3576	75.2	3728	8,733
TRAVERS	6,565	3577	85.3	4258	7,698
SIMONE	6,562	3578	93.2	4607	7,040
HADDOCK	6,561	3579	86.0	4304	7,628
HORNING	6,561	3579	97.4	4793	6,733
CORWIN	6,560	3581	95.6	4728	6,863
NEWLAND	6,559	3582	90.2	4490	7,268
SALYER	6,559	3582	95.6	4730	6,861
WILLIFORD	6,557	3584	81.2	4038	8,080
BRUMFIELD	6,555	3585	57.8	2913	11,350
LACROIX	6,548	3586	86.1	4321	7,606
MCNAIR	6,546	3587	42.8	2179	15,299
FISHMAN	6,543	3588	96.5	4774	6,777
WALLING	6,542	3589	95.4	4731	6,860
PREWITT	6,539	3590	78.4	3915	8,341
ACKLEY	6,538	3591	94.8	4702	6,895
LYLES	6,536	3592	41.8	2128	15,632
KEISER	6,534	3593	95.8	4749	6,822
MCCURRY	6,533	3594	87.9	4412	7,433
GINGERICH	6,531	3595	97.9	4826	6,674
WICKHAM	6,530	3596	91.9	4579	7,104
ABELL	6,530	3596	95.2	4731	6,860
SEE	6,529	3598	77.6	3880	8,412
NEWKIRK	6,521	3599	64.2	3223	10,165
SHORES	6,521	3599	88.8	4453	7,342
BLODGETT	6,519	3601	94.8	4712	6,878
MAJORS	6,517	3602	68.7	3448	9,480
FAIN	6,517	3602	82.9	4177	7,865
DONLEY	6,515	3604	88.3	4438	7,382
STILLWELL	6,515	3604	89.2	4464	7,304
PEAK	6,514	3606	81.1	4077	8,034
MILBURN	6,514	3606	84.0	4232	7,754
FABIAN	6,511	3608	59.5	3034	10,951
PIEPER	6,511	3608	96.7	4791	6,734
IRISH	6,510	3610	90.5	4533	7,192
GABEL	6,505	3611	96.0	4775	6,776
EISENBERG	6,504	3612	96.7	4798	6,728
EAVES	6,502	3613	84.7	4273	7,674
MUNOZ	6,501	3614	5.5	232	117,774
NILES	6,499	3615	81.3	4102	7,993
HUEBNER	6,495	3616	96.7	4806	6,717
PIPPIN	6,492	3617	92.5	4618	7,018
TARR	6,492	3617	93.5	4673	6,941
ETHRIDGE	6,491	3619	83.7	4230	7,759
HEFLIN	6,485	3620	87.3	4415	7,431
POULIN	6,480	3621	96.7	4812	6,704
WALLEN	6,474	3622	89.1	4495	7,264
BECHTEL	6,472	3623	96.8	4822	6,683
REDD	6,469	3624	51.8	2657	12,479
MARTINI	6,468	3625	92.6	4640	6,988
KUHNS	6,468	3625	96.4	4809	6,710
VAN	6,466	3627	51.6	2653	12,531
TALBOTT	6,458	3628	91.1	4584	7,092
HEILMAN	6,456	3629	97.2	4849	6,641
DONALD	6,452	3630	54.8	2802	11,763
ERDMAN	6,450	3631	97.4	4868	6,624
HOAG	6,449	3632	94.5	4749	6,822
RICHMAN	6,448	3633	94.8	4765	6,803
WELBORN	6,443	3634	91.9	4622	7,014
EAGLE	6,442	3635	81.0	4123	7,949
ZIMMERMANN	6,442	3635	95.6	4784	6,740
SCHUMANN	6,440	3637	95.7	4798	6,728
BRANNAN	6,439	3638	94.4	4754	6,820
SORRELL	6,437	3639	78.8	3990	8,170
SCHNELL	6,430	3640	96.7	4844	6,647
BOETTCHER	6,430	3640	96.7	4845	6,646
THORSON	6,429	3642	96.8	4847	6,643
WASSERMAN	6,429	3642	96.9	4853	6,638
DOE	6,421	3644	55.3	2834	11,603
